name,protein,fat,carbohydrates,sugar,calories,class
Garden Veggie Burger,10.0,3.5,9.0,1.0,110.0,2
Turkey Burger,35.0,6.0,2.0,0.0,200.0,2
Turkey Cheeseburger,20.221,15.664,31.863,2.028,360.09,2
Burger,13.0,18.0,0.0,0.0,210.0,2
Turkey Burger Patty,24.6,10.6,0.9,0.0,198.0,2
Hjemmelavet Burger,73.0,35.0,52.0,0.0,742.0,2
Large Fries,5.0,22.0,72.0,1.0,500.0,2
Cheese Burger,15.0,12.0,33.0,7.0,300.0,2
Medium Fries,4.0,18.0,58.0,0.0,410.0,2
Turkey Burger Patty,35.0,6.0,2.0,0.0,200.0,2
Burger,15.0,6.0,5.0,0.0,130.0,2
Salmon Burger,15.0,3.5,3.0,1.0,110.0,2
Homestyle Burger,24.0,19.0,34.0,6.0,430.0,2
Med. Coke,0.0,0.0,77.0,77.0,290.0,2
Fries,8.0,26.0,64.0,0.0,520.0,2
Burger Bun,6.0,3.5,33.0,4.0,190.0,2
Burger,23.0,41.0,0.0,0.0,450.0,2
Chicken Burger,19.0,7.0,1.0,0.0,150.0,2
Chicken Burger,21.0,4.5,0.0,0.0,130.0,2
Elevation Burger,41.0,26.0,29.0,4.0,510.0,2
Burger,17.0,20.0,6.0,0.0,270.0,2
Mayo,12.0,13.0,38.0,0.0,315.0,2
Veggie Protein Burger,15.0,4.5,5.0,0.0,120.0,2
Veggie Burger,16.0,7.0,10.0,1.0,170.0,2
Sirloin Burger,30.0,23.0,0.0,0.0,330.0,2
Burger,24.0,28.0,0.0,0.0,356.0,2
Whopper Burger,28.0,40.0,49.0,11.0,660.0,2
Burger at Brendas House,17.0,26.0,0.0,0.0,330.0,2
Mama Burger,20.0,19.0,38.0,7.0,400.0,2
Zesty Sauce,0.0,15.0,3.0,2.0,150.0,2
Keto Burger Bun,9.0,35.0,5.0,0.0,379.0,2
Chicken Burger,22.0,7.5,2.0,1.0,150.0,2
Flame Grilled Burger,15.0,5.0,5.0,0.0,120.0,2
Veggie Burger,12.0,3.5,8.0,1.0,110.0,2
Fish Burger,13.0,21.3,34.6,0.0,407.3,2
Hershey Pie,3.0,19.0,32.0,22.0,310.0,2
Turkey Burger,24.0,11.0,29.0,6.0,300.0,2
French Toast,3.0,11.0,29.0,8.0,230.0,2
Mozza Burger,27.0,40.0,37.0,9.0,600.0,2
Ranch Dressing,1.0,18.0,2.0,1.0,170.0,2
Jr. Cheese Burger,17.0,13.0,26.0,6.0,290.0,2
Bk Bacon Burger,10.0,15.0,26.0,6.0,290.0,2
Burger Rings,1.7,7.5,16.4,0.7,141.491,2
Turkey Burger,19.0,12.0,1.0,0.0,190.0,2
Burger,20.0,23.0,0.0,0.0,290.0,2
Salmon,20.0,9.0,2.0,0.0,170.0,2
$1 Rodeo Burger,11.0,13.0,33.0,9.0,260.0,2
Kids Burger,23.0,14.0,29.0,4.0,330.0,2
Bbq Bacon Burger,46.0,36.0,59.0,0.0,757.0,2
Turkey,25.0,7.0,30.0,8.0,280.0,2
Avocado Bacon Burger,38.0,63.0,62.0,10.0,960.0,2
Jr. Burger,15.0,17.0,30.0,3.0,330.0,2
Chicken Burger,25.0,4.0,0.0,0.0,140.0,2
Black Bean Burger,14.0,7.0,14.0,1.0,180.0,2
Spicy Chicken Burger,25.0,21.0,54.0,8.0,510.0,2
Portabella Veggie Burger,4.0,2.5,16.0,1.0,100.0,2
Veggie Burger,10.0,6.0,9.0,7.0,270.0,2
Green Salad,2.6918,10.2133,9.8348,2.0566,137.951,1
Tossed Green Salad,0.9,0.2,3.2,0.58,15.0,1
Green Bean Salad,1.491,2.5159,5.8572,2.8105,50.323,1
Mixed Green Salad,0.9,0.2,2.1,1.6,11.0,1
Green Salad,2.0,0.1,1.5,0.0,15.0,1
"Mixed Green Salad, Balsamic",1.229,6.6933,7.9634,6.0682,97.9646,1
Mixed Green Side Salad,4.0,4.5,12.0,0.0,110.0,1
Green Salad,2.0,0.0,4.0,1.0,50.0,1
Green Mixed,20.0,0.0,8.0,3.0,135.0,1
"Salad dressing, green goddess, regular",1.9,43.33,7.36,6.67,427.0,1
My Green Salad Mix,1.0,0.0,8.0,0.0,38.0,1
Green Salad With Carrots and Cucumber,0.7,0.25,9.9,3.9,60.0,1
Green Papaya Salad,7.4,1.0,32.0,20.0,208.0,1
Caribbean Green Salad,1.9477,18.9122,8.3556,5.0694,204.699,1
Homemade Green Salad,2.6,0.4,10.0,4.0,50.0,1
Fresh Green Salad :),3.0,5.0,4.8,6.0,60.0,1
Green & Crisp Salad Mix,1.0,0.0,3.0,2.0,15.0,1
Mixed Green Salad,2.0,8.0,9.0,3.0,110.0,1
Crispy Green Salad,0.8,0.3,1.8,1.8,17.0,1
Green Leaf Salad,1.0,0.1,1.0,0.0,20.0,1
Green Salad,3.0,0.0,12.0,0.0,150.0,1
Greek Green Salad,0.0,0.0,0.0,0.0,110.0,1
Green and Crisp Salad,1.0,0.0,3.0,2.0,15.0,1
Green Mixed Salad,0.0,0.0,0.0,4.0,20.0,1
Green Salad,26.0,5.0,0.0,0.0,146.0,1
Green Bean Salad,1.5,10.5,6.0,1.5,122.0,1
Spicy Green Bean Salad,1.9184,3.2159,7.7286,2.388,62.8951,1
Field Greens,2.0,0.5,3.0,1.6,25.0,1
Dark Green Salad,3.0,0.0,0.0,1.0,35.0,1
Green Papaya Salad,4.0,4.5,17.0,8.0,120.0,1
Mixed Baby Green Salad,1.0,0.0,2.0,0.5,10.0,1
Green & Crisp Salad,0.0,0.0,3.0,2.0,10.0,1
Mixed Green Salad,4.0,13.0,11.0,5.0,170.0,1
Diana Brand,2.0,0.8,6.5,0.0,50.0,1
Green Grapes,0.6,0.3,15.8,14.9,62.0,1
Three Bean Salad,6.0,0.0,26.0,10.0,130.0,1
Toss Green Salad,0.0,0.0,0.0,0.0,30.0,1
Tender Green Salad,2.0,0.0,4.0,1.0,20.0,1
Romain and Green Leaf,1.0,0.0,4.0,2.0,15.0,1
Mixed Green Salad,0.84,0.0,1.0,0.48,9.0,1
Mixed Green Salad,4.0,4.5,12.0,0.0,110.0,1
Field Green Salad,0.0,0.0,2.0,1.0,15.0,1
Thai Green Papaya Salad,10.0,1.0,35.0,28.4,221.0,1
Green Goddess Wedge Salad,9.0,52.0,12.0,7.0,550.0,1
Small Side Salad,2.9,1.1,11.0,2.8,61.0,1
Green Apple Waldorf Salad,1.0,8.0,19.6,17.1,145.0,1
Japanese Green Salad,11.0,3.0,23.0,23.0,98.0,1
French Green Bean Salad,4.4,7.8,9.4,2.6,119.0,1
Green Papaya Salad,5.0,3.0,18.0,1.0,112.0,1
Cocumber,0.3,0.0,1.9,0.9,8.0,1
Salad Crisp Sweetcorn,2.4,1.7,11.8,7.4,77.0,1
Cut Green Beans,1.0,0.0,4.0,2.0,20.0,1
Canned Green Beans,1.0,0.0,4.0,2.0,20.0,1
Small Green Dinner Salad,0.0,0.0,0.0,0.0,50.0,1
Green Superfood,2.0,1.0,4.0,0.0,30.0,1
Green Salad With Tomatoes,0.0,0.0,0.0,0.0,40.0,1
3 Bean Salad,6.0,0.0,26.0,10.0,130.0,1
Niblets - Salad,2.0,0.5,16.0,3.0,70.0,1
Green Salad (1 Cup),0.84,0.13,1.76,0.0,9.0,1
Field Green Salad,0.0,0.0,0.0,0.0,170.0,1
Green Leaf Salad,0.0,0.0,2.0,0.0,8.0,1
Green Beans & Almonds,1.0,2.0,4.0,1.0,40.0,1
Strawberry Mixed Green Salad,9.3,12.0,11.0,3.0,440.0,1
Dressing - Green Goddess,0.0,13.0,1.0,1.0,130.0,1
Green Salad & Chicken Breast,7.0,4.0,1.0,0.2,180.0,1
Tossed Green Salad and Green Tea,9.0,9.0,10.0,0.0,163.0,1
Green Salad With Ranch,0.0,0.0,10.0,0.0,100.0,1
Green Peas,2.0,0.0,4.0,1.0,25.0,1
Green Salad With Chicken,24.0,0.0,40.0,0.0,389.0,1
Tuna With Green Salad,12.0,1.0,5.0,0.0,200.0,1
Green Salad,1.0,0.0,2.0,1.0,15.0,1
Green Salad,1.0,12.0,5.0,3.0,130.0,1
Apple,0.5,0.3,25.0,19.0,95.0,1
Beans,1.0,0.0,3.0,2.0,15.0,1
Olives,0.0,2.5,1.0,0.0,25.0,1
2 Cups Mixed Green Salad,1.68,0.26,3.52,0.96,19.0,1
Green Salad (Appetizer),1.0,6.0,15.0,13.0,112.0,1
Mixed Green Salad,4.0,4.5,12.0,4.0,100.0,1
Mixed Green Salad Small_ls,4.0,34.0,26.0,0.0,410.0,1
Kale Caesar Salad,40.0,26.0,10.0,2.0,420.0,1
Field Green Salad Mix,1.0,0.0,2.0,0.0,10.0,1
Mixed Green Side Salad,4.0,4.5,12.0,0.0,110.0,1
Toss Green Salad,1.0,0.0,3.0,3.0,22.9446,1
Shredded Green Salad,4.0,10.0,7.2,1.5,117.0,1
Green Goddess Dressing,1.0,15.0,3.0,2.0,150.0,1
Small Green Dinner Salad,15.0,19.0,38.0,0.0,300.0,1
Green Beans,1.0,0.0,4.0,2.0,20.0,1
Spring Green Salad,19.0,6.0,32.0,0.0,331.0,1
String  Green Bean Salad,4.3,4.5,14.9,2.0,114.0,1
Green Salad Medium,4.3,0.2,11.0,0.0,60.0,1
Fresh,1.4,0.0,2.9,0.8,15.0,1
Generic - Large Green Salad,0.0,0.0,0.0,0.0,30.0,1
Potatoes and Green Beans,3.0,1.0,21.0,3.0,100.0,1
Thai Green Mango Salad,6.0,1.0,21.0,14.0,98.0,1
Green Bean and Tomato Salad,0.0,5.4,9.6,0.0,60.0,1
French Style Green Beans,1.0,0.0,4.0,1.0,20.0,1
Small Mixed Green Salad,5.0,5.0,16.0,4.0,97.0,1
Green Bell Peppers,0.0,0.0,2.0,1.0,10.0,1
"Mixed Green Salad - Lettuce,carrot,celery,cucumber,tomato",0.63,0.12,2.77,1.66,12.0,1
Som Tam (Green Papaya Salad),6.2,3.0,25.0,22.0,124.0,1
Home Fried Potato,2.0,7.0,22.0,1.0,150.0,2
"Potato Wedges, Fried",2.1347,12.374,17.7581,0.2126,189.735,2
Fried Potato,1.0,1.0,46.0,0.0,53.0,2
Fried Potato Chip,2.4,3.25,22.5,1.12,125.0,2
"Sweet Potato Fries, Fried",1.0461,11.2004,26.8413,6.8974,210.997,2
Sliced Pan Fried,3.5,9.2,29.0,2.1,207.0,2
Fried Potato Tacos,3.2,0.7,26.9,0.9,124.0,2
Fried Potato Skins,2.0,7.0,18.0,0.0,140.0,2
Homemade Fried Potato Chips,1.9,10.6,18.0,0.1,155.0,2
Oven-Fried Potato Wedges,3.0,0.0,30.0,2.0,128.0,2
Fried Potato Skins,7.39,13.82,79.8,3.43,465.0,2
Southern Fried Potato Wedges,3.3,8.0,26.9,1.3,199.0,2
Potato Scone Fried,0.0,0.0,0.0,0.0,160.0,2
"Fast foods, potato, french fried in vegetable oil",3.43,14.73,41.44,0.3,312.0,2
"Potato Cake , Deep Fried",3.8,15.1,19.1,0.4,226.0,2
Fried Mashed Potato Balls,6.2,3.1,31.8,0.0,181.9,2
Air Fried Potato Chips,2.2,0.1,20.0,4.2,86.0,2
"Potato Chips, Fried",0.0,7.6,27.0,0.0,191.0,2
Southern Fried Potato Wedges,3.5,6.9,26.8,1.5,190.0,2
Potato Wedge,3.0,2.5,15.0,0.0,90.0,2
Potato Chips - Deep Fried,4.1,14.5,36.6,1.7,293.0,2
Southern Fried,2.6,5.4,27.7,0.7,165.0,2
Potato Wedges,6.62,29.98,66.06,1.2,562.0,2
Southern Fried Potato Wedges,3.1,7.5,24.8,0.4,162.0,2
Fried Catfish,16.0,12.0,7.0,0.0,199.0,2
Deep Fried Sweet Potato Fries,4.0,31.0,46.0,18.0,470.0,2
Homemade - Air Fried,1.0,4.0,12.0,4.0,84.0,2
Potato,3.0,0.2,26.0,1.0,110.0,2
Oven-fried Potato Wedges,2.0,0.0,24.0,0.0,105.0,2
Fried Rice,10.95,11.6,41.88,1.5,321.0,2
Potato Wedges,4.0,15.0,35.0,0.0,290.0,2
Deep Fried Potato Wedges,3.0,2.5,15.0,0.0,90.0,2
Potato Fried With Onion,3.0,0.0,22.0,2.0,126.0,2
Tofu - Fried,17.19,20.18,10.49,2.72,271.0,2
Fried,5.0,7.0,0.0,0.0,80.0,2
Small Potato,3.0,0.0,26.0,1.0,110.0,2
"Fried Egg & Potato Scone Roll (Fried, White Roll)",11.3,9.0,33.4,3.4,273.0,2
Potato,3.0,0.0,26.0,1.0,110.0,2
Fried,0.6,3.1,3.9,0.0,46.0,2
Mcdonalds,4.0,19.0,48.0,0.0,380.0,2
Fried,29.0,13.0,17.0,0.0,300.0,2
Fried Red Potato With Onion,2.0,0.0,21.0,1.0,121.0,2
Potato,3.0,0.0,26.0,1.0,110.0,2
Pork Fried Rice,11.94,12.87,41.94,1.41,335.0,2
Fried Potato With Bacon,6.0,7.0,26.0,1.0,252.0,2
Potato,7.0,0.4,63.0,4.0,278.0,2
Fried Sweet Potato,1.0,0.4,28.0,13.0,107.0,2
French Fries (Deep Fried),2.21,8.0,19.15,0.86,152.0,2
fries,1.8,5.7,14.5,0.0,125.0,2
Southern Fried Potato Slices,2.9,8.6,24.7,0.3,199.0,2
Sweet Potato French Fried Potatoes,1.0,4.0,22.0,7.0,130.0,2
Potato Wedges,5.0,15.0,26.0,0.0,259.0,2
Air-fried Sweet Potato Fries,1.0,7.0,32.0,8.0,187.0,2
Potato,4.3,0.2,37.0,2.0,161.0,2
Begedil (Malaysian Deep Fried Potato Patty),2.5,0.1,21.8,0.9,96.2,2
Potato Scallop (Battered & Deep Fried),3.8,14.9,27.3,0.4,225.8,2
Fried Sweet Potatos,0.0,2.0,30.4,6.5,130.0,2
Japanese Korokke (Potato Croquette-Deep Fried),9.3,5.6,21.5,1.6,173.0,2
Fried Egg,6.0,7.0,0.4,0.4,92.0,2
Fried Potato Skins With Cheese and Bacon,6.03,7.91,18.14,0.81,167.0,2
Plantain,0.4,3.58,9.74,4.58,68.0,2
"Squid - Cooked, fried",17.94,7.48,7.79,0.0,175.0,2
Fried Rice,9.0,3.0,14.0,1.0,108.0,2
Fried Rice,11.0,19.0,64.0,3.0,470.0,2
Fried Okra,3.0,0.5,26.0,4.0,120.0,2
Sweet Potato,1.6,0.0,20.0,4.2,86.0,2
Red Potato Pan Fried With Olive Oil,4.0,0.3,30.0,0.0,154.0,2
Pan Fried Sweet Potato,0.0,13.6,0.0,0.0,303.0,2
1 Meduim Fried Potato,2.0,3.0,23.0,0.0,123.0,2
Baked Potato,3.0,0.0,26.0,1.0,110.0,2
Sweet Potato,2.0,0.0,33.0,7.0,130.0,2
Sweet Potato,1.6,0.4,27.9,14.5,128.0,2
Fried Eggs,5.5,6.7,0.5,0.23,86.0,2
Potato Wedges,4.0,15.0,35.0,0.0,290.0,2
Mushrooms - Fried,2.4,16.2,0.3,0.0,157.0,2
Sweet Potato,2.1,0.1,27.0,6.0,114.0,2
Potato,1.8,0.5,17.5,0.8,81.0,2
Potato pancakes,6.08,14.76,27.81,1.79,268.0,2
Chips,2.0,9.0,14.0,1.0,150.0,2
Potatoes,3.0,0.0,26.0,1.0,110.0,2
Famous Bowls - Mashed Potato & Gravy,25.0,30.0,80.0,3.0,690.0,2
Potato,3.0,0.0,26.0,1.0,110.0,2
Bread,3.0,1.0,18.0,3.0,90.0,2
Potato,3.0,0.0,26.0,1.0,110.0,2
Fried Beans,6.29,5.22,18.83,0.0,145.0,2
Red Skin Potato,3.0,0.0,26.0,1.0,110.0,2
Fried Bread,2.2,9.0,13.6,0.0,141.0,2
Yellow,3.0,0.0,26.0,0.0,110.0,2
Bandanas,3.0,16.0,25.0,2.0,250.0,2
"Egg, Fried",6.0,7.0,0.4,0.2,90.0,2
Sweet Potato,2.1,0.1,27.0,6.0,114.0,2
Medium,4.3,0.2,37.0,1.7,163.0,2
Vegetable Fried Rice,5.615,10.9378,33.505,1.3946,257.375,2
"Egg, whole, cooked, fried",13.61,14.84,0.83,0.4,196.0,2
Pork Fried Rice,11.94,12.87,41.94,1.41,335.0,2
Fried Rice,11.0,19.0,64.0,3.0,470.0,2
Fried Chicken - Deli,15.0,17.0,4.0,0.0,230.0,2
Fried Egg,6.0,4.5,0.0,0.0,70.0,2
Shrimp Fried Rice,24.6157,12.4897,56.5591,5.2687,445.34,2
Snack Box - 3 Fried Chicken Strips W/Potato Wedges,36.0,36.0,52.0,0.0,680.0,2
"Potato, Boiled",5.69,0.29,48.0,2.37,211.0,1
Potato (White),2.2,0.1,20.4,0.9,87.0,1
Baby Boiled,1.0,0.0,11.0,0.5,61.0,1
Boiled (Za),2.0,0.1,20.0,1.0,87.0,1
Boiled Potato,3.0,0.0,26.0,1.0,110.0,1
Potato,1.0,0.1,16.0,0.7,68.0,1
Boiled Potato,2.9,0.1,17.21,0.0,78.0,1
Boiled,1.99,0.14,20.5,6.4,88.0,1
Red Potato - Boiled,4.0,0.0,26.0,0.0,100.0,1
Boiled Potato ,1.5,0.1,15.7,0.7,68.0,1
Sweet Potato,1.0,0.14,18.0,6.0,76.0,1
"Sweet potato, cooked, boiled, without skin",1.37,0.14,17.72,5.74,76.0,1
Sweet Potato - Boiled,1.0,0.0,18.0,6.0,76.0,1
Boiled Potatoes,3.0,0.0,26.0,1.0,110.0,1
Potato (Diced and Boiled),1.5,0.1,16.0,0.7,68.0,1
Boiled Sweet Potato,2.1,0.2,18.0,6.0,76.0,1
Potato Boiled 150g,4.0,0.0,24.0,0.0,110.0,1
English ! Potato Boiled,1.0,0.0,28.0,0.0,119.0,1
Sweet Potato Boiled (Fin),1.6,0.1,20.1,4.2,86.0,1
Boiled Potato,4.0,0.0,34.0,2.0,154.0,1
Boiled With Salt,1.71,0.1,20.01,0.85,86.0,1
"Boiled Potato, Flesh on",3.0,0.0,31.0,1.4,135.0,1
"Small, Boiled (Lw)",3.21,0.24,25.0,1.7,108.0,1
"Boiled, 1 lb",1.78,0.06,22.82,4.74,98.0,1
"Russet  Potato, Boiled",8.0,0.0,64.0,3.0,290.0,1
Sweat Potato - Boiled,1.4,0.1,18.0,6.0,76.0,1
Potato Without Skin Medium,3.0,0.0,31.0,1.0,134.0,1
Potato - Boiled,3.0,0.0,23.0,0.0,120.0,1
Boiled Peanuts,8.5,13.87,13.39,1.56,200.0,1
Boiled Baby Potato Small,2.0,0.0,10.47,0.58,53.0,1
"Russet Potato (Boiled, With Skin)",1.2,0.0,15.0,0.6,64.0,1
Sweet Potato Boiled,3.3,0.2,24.9,9.8,125.0,1
1 Medium,3.0,0.0,25.0,1.0,120.0,1
Sweet Potato,2.07,0.21,26.76,8.67,115.0,1
Baked/Boiled Red Potato,2.0,0.1,13.0,0.8,53.0,1
Sweet Potato - Boiled,1.6,0.0,20.0,4.2,86.0,1
1 Potato,3.0,0.0,26.0,1.0,110.0,1
Soft Boiled Egg,6.0,5.0,1.0,0.0,70.0,1
Boiled Medium Red Potato,6.0,0.0,57.0,3.0,244.0,1
Sweet Potato - Boiled Without Skin,1.0,0.1,18.0,5.7,76.0,1
Potato-White Boiled No Skin,3.0,0.0,33.0,1.0,144.0,1
Mash,1.81,2.24,19.52,0.0,103.0,1
"Boiled, White-",2.7,0.2,31.2,1.3,134.0,1
Sweet Potato Boiled With Skin,1.4,0.1,18.0,6.0,76.0,1
Potato - Peeled & Boiled - Medium(150g),3.0,0.0,25.0,0.0,110.0,1
"Skin On, Boiled",3.0,0.03,27.0,2.0,123.0,1
Boiled With Salt,2.86,0.1,17.2,0.0,78.0,1
Boiled,2.0,0.0,23.0,0.0,100.0,1
Small Boiled Potato W/Skin,1.5,0.1,15.7,0.7,68.0,1
Boiled Raw,1.3,0.0,11.8,1.0,52.0,1
Red Potato Medium Boiled,3.0,0.0,26.0,1.0,110.0,1
"Sweet Potato, Boiled, 1 Medium",2.0,0.0,23.0,7.0,100.0,1
Boiled,69.0,3.4,0.0,0.0,330.0,1
"Sweet potato, cooked, boiled, without skin, with salt",1.37,0.14,17.72,5.74,76.0,1
"Small Sweet Potato - Boiled, No Skin",1.4,0.1,18.0,5.7,76.0,1
Boiled Potato W. Skin No Salt,2.0,0.0,20.0,1.0,86.0,1
Boiled Potatoes,2.0,2.0,18.0,0.9,50.0,1
Boiled Egg,6.0,5.0,1.0,0.0,70.0,1
Chicken Boiled,27.0,1.0,0.0,0.0,110.0,1
Potato - Peeled & Boiled (100g),1.9,0.0,20.0,0.0,86.0,1
Boiled Egg,6.25,5.6,0.0,0.0,75.5,1
Boiled Potatoes No Butter,48.0,2.4,374.4,16.8,1608.0,1
Boiled Egg,6.0,5.0,0.0,0.0,70.0,1
Carrots,0.6,0.1,6.4,2.7,27.0,1
Egg Boiled,6.0,5.0,0.6,0.0,78.0,1
New Boiled,1.7,0.3,17.1,0.0,75.0,1
"White, Boiled, With Skin, Cbm",1.26,1.0,11.78,0.86,36.0,1
Califlower Boiled,2.1,0.3,5.0,2.0,27.0,1
"Small White, Boiled, Cooked Without Skin",2.1,0.1,25.0,1.1,107.5,1
Egg,4.64,3.91,0.41,0.41,57.0,1
"Sweet Potato, Peeled, Boiled",0.4,0.0,5.0,1.6,21.3,1
"Chicken, feet, boiled",19.4,14.6,0.2,0.0,215.0,1
Keedukartul/ Boiled Potatoes,5.2,0.8,20.1,0.9,87.0,1
White Potato - Medium (App 173g) Baked / Boiled,4.0,0.0,37.0,2.0,161.09,1
"Boiled Skinless (Flesh Only, Without Skin)",3.0,0.2,34.0,1.4,145.0,1
"Potato, White, Boiled In Skin With Salt",3.0,0.0,17.0,0.0,78.0,1
Boiled Potato Peeled - Large,5.1,0.3,60.0,2.5,258.0,1
"Potato, Carrot, Cabbage & Ham",17.5,14.1,36.1,5.7,525.0,1
Boiled White,2.4,0.0,11.2,1.7,60.0,1
Potato,3.0,0.2,26.0,1.0,110.0,1
Egg Boiled,6.0,5.0,1.0,1.0,78.0,1
Boiled Potatoes & Carrots,1.1,0.1,12.1,0.0,55.0,1
"Potato, Boiled, 1 oz Dl",0.0,0.0,5.0,0.0,25.0,1
Jamaican Boiled Sweet Potato,2.0,2.0,28.0,0.0,117.0,1
Soft Boiled Egg,6.26,5.28,0.56,0.56,77.0,1
Baby Potato,1.2,0.0,5.6,0.9,30.0,1
"Asparagus - Cooked, boiled, drained",2.4,0.22,4.11,1.3,22.0,1
Hard Boiled - Large,6.29,5.3,0.56,0.56,78.0,1
"Beets - Cooked, boiled, drained",1.68,0.18,9.96,7.96,44.0,1
Hard Boiled Eggs,11.0526,8.3687,0.6336,0.3256,125.838,1
"Cooked Yam- Sweet Potato  Boiled, Drained, Mashed",1.69,0.16,31.28,0.56,132.0,1
Hard Boiled Egg,6.0,5.0,1.0,0.0,70.0,1
Hard Boiled Egg,6.29,5.3,0.56,0.56,78.0,1
Boiled Potato and Carrot Dish,3.0,0.0,31.0,5.0,107.0,1
Egg,6.0,5.0,0.6,0.6,78.0,1
"1/2 Cup Boiled, Without Skin",1.46,0.8,15.7,68.0,68.0,1
No Yolk,3.6,0.1,0.2,0.2,17.0,1
"Boiled Egg, Medium",5.51,4.65,0.49,0.49,68.0,1
Sweet Potato Boiled,1.6,0.1,11.9,0.5,72.0,1
Egg - Hard Boiled,6.29,5.3,0.56,0.56,78.0,1
Avocado,2.0,14.66,8.53,0.66,160.0,0
Avocado,2.9,21.0,12.0,1.0,234.0,0
Avocado,2.9,21.0,12.0,1.0,234.0,0
Avocado,2.9,21.0,12.0,1.0,234.0,0
"Oil, avocado",0.0,100.0,0.0,0.0,884.0,0
Avocado,2.9,21.0,12.0,1.0,234.0,0
Avocado,4.0,29.0,17.0,1.0,322.0,0
Avocado,2.9,21.0,12.0,1.0,234.0,0
Avocado,2.0,14.66,8.53,0.7,160.0,0
Avocado,2.7,21.0,12.0,0.4,227.0,0
Half Avocado,2.0,15.0,9.0,0.7,160.0,0
1 Avocado,4.0,29.0,2.0,1.3,322.0,0
Avocado - Mashed,6.0,10.0,2.0,0.0,118.0,0
Small Avocado,2.0,16.0,8.0,0.0,160.0,0
Avocado Voedingswaardetabel,2.6,18.1,1.5,1.4,188.0,0
Avocado (100 Grams),2.0,15.0,9.0,0.7,160.0,0
Avocado - Net Carbs,2.9,21.0,2.0,1.0,234.0,0
Avocado 1 Serving,4.0,29.0,17.0,1.3,322.0,0
Avocado,1.8,19.6,0.4,0.0,191.0,0
Avocado (1 Oz),0.5,6.0,3.0,0.0,56.0,0
Large Avocado,7.0,21.4,12.5,1.0,234.0,0
Avocado Salad,15.0,7.0,8.0,2.0,146.0,0
Avocado* Corrected Nutrition,3.0,23.0,13.0,0.0,250.0,0
Fresh Med Avocado,1.5,12.0,6.0,0.0,120.0,0
Avocado Pear,1.9,19.5,1.9,0.5,204.0,0
Shepard Avocado,3.4,31.6,12.6,0.0,322.0,0
Avocado Milkshake,10.0,25.0,18.0,0.0,300.0,0
Avocado Slices,1.0,7.0,4.0,0.0,80.0,0
1/2 Avocado,0.5,2.5,1.5,0.0,91.0,0
Avocado,3.0,21.0,12.0,0.0,227.0,0
Turkey Avocado,19.0,9.0,49.0,7.0,340.0,0
Avocado Half Updated,1.0,12.0,7.0,0.0,130.0,0
Avocado (W/ Net Carbs),3.0,24.0,1.0,0.0,240.0,0
Avocado 1/4,1.0,7.5,1.0,0.5,80.0669,0
Avocado Oil,0.0,14.0,0.0,0.0,130.0,0
"Avocado ""hass"" Genussreif",1.9,20.2,0.4,0.0,188.0,0
Turkey Blt Avocado,16.0,11.0,24.0,1.0,260.0,0
Salmon & Avocado,13.0,8.7,42.0,0.0,304.0,0
Avocado - Net Carb,1.0,8.0,4.0,0.0,80.0,0
Avocado Tuna Salad,15.0,7.0,8.0,2.0,146.0,0
Avocado Ranch Dressing,0.695,8.416,2.141,0.445,84.906,0
Avocado Toast,20.0,8.0,20.0,0.0,221.0,0
Avocado,3.0,21.0,12.0,0.0,234.0,0
Turkey & Bacon Avocado,22.0,13.0,49.0,7.0,390.0,0
Avocado,2.0,15.0,8.0,0.0,114.0,0
Avocado,1.4,10.5,6.0,0.5,117.0,0
Avocado Toast,13.0,21.0,42.0,4.0,390.0,0
Salmon Avocado Roll,10.0,4.0,27.0,3.0,181.0,0
Creamy Avocado Dressing,1.0,7.0,4.0,2.0,80.0,0
Avocado Lime Ranch,1.0,32.0,3.0,2.0,310.0,0
Avocado,0.75,21.0,3.0,0.0,59.0,0
Avocado Mayo,0.52,10.95,2.0,0.2,108.63,0
Hass Avocado,1.6,12.7,4.5,0.0,144.598,0
Aldi,2.0,15.0,2.0,1.0,160.0,0
Avocado Bacon Burger,38.0,63.0,62.0,10.0,960.0,0
Fresh Ripe Avocado,3.0,13.0,8.0,1.0,140.0,0
Tomato and Avocado Salad,4.9103,14.0176,7.2034,2.3426,165.308,0
(Medium) 150g (Whole Avocado),3.0,22.0,12.8,1.0,240.0,0
Citrus Avocado Salad,2.4737,6.5969,12.0135,6.7379,106.288,0
Club with Avocado,24.0,10.0,49.0,8.0,370.0,0
Mashed,1.0,5.0,2.0,0.0,50.0,0
Avocado,2.6,26.9,2.6,0.7,281.0,0
Roasted Turkey & Avocado Blt,16.0,11.0,24.0,1.0,260.0,0
Whole,3.0,23.0,13.0,0.0,250.0,0
"Tomatillo, Avocado Salsa",0.3716,1.3825,1.9866,0.8074,19.9038,0
1 Small Avocado,3.0,13.0,8.0,0.0,140.0,0
"1 Raw Avocado, Large",3.0,23.0,13.0,0.0,250.0,0
Avocado,2.0,14.66,8.53,0.66,160.0,0
Avocado Lime Ranch Dressing,1.0,32.0,3.0,2.0,310.0,0
Avocado Spread,0.0,5.0,3.0,0.0,60.0,0
Avocado Mp 31-5-2017,1.9,19.5,1.8,0.0,199.0,0
"Turkey, Spinach & Avocado",19.0,9.0,49.0,7.0,340.0,0
